hour,weather,traffic_delay,day_of_week,target
2,0,4.793619734849551,1,0
11,2,7.653836844428427,0,0
7,1,60.99520862822519,5,1
21,1,11.533275226282635,2,1
2,2,10.476319432919322,2,0
0,1,4.471613204237839,3,0
2,3,18.127925492903948,4,1
4,1,0.21715864758236758,3,0
14,0,0.7617060685802175,6,0
13,3,13.720327259979177,2,1
2,3,6.270838518759452,2,0
0,3,45.96542637356048,4,1
4,2,35.02518178656763,6,1
22,2,18.76105391507028,1,1
13,3,25.568232124495438,4,1
6,2,16.50914747147962,5,1
8,1,2.0129531137273573,3,0
14,2,21.757269803550617,1,1
14,2,3.5394804214236912,3,0
9,3,5.861075453132954,4,0
12,0,25.658296127397044,1,1
18,0,11.535062183135533,4,0
6,0,29.48534213838739,5,1
16,1,3.59357865991667,0,0
19,2,14.03892586838785,2,1
3,0,1.3126611664908205,6,0
4,3,15.45285543076873,1,1
22,0,21.565964740918748,2,1
6,0,13.189653781218645,0,0
12,2,4.643425458796543,1,0
14,2,0.47766541600515267,2,0
10,2,1.9081094896738109,2,0
3,1,14.604944050543452,1,0
12,1,40.86731721157973,2,1
6,0,3.4701764579734475,2,0
18,2,19.92186200599494,1,1
21,0,30.199309513325193,6,1
1,3,11.037131067064841,2,0
9,3,16.59660352170431,2,1
12,2,25.312233752630593,6,1
20,2,4.530268268651263,3,1
5,3,5.283749961376193,5,0
11,2,0.009415703991325197,3,0
11,1,49.49077029485022,0,1
19,1,37.43251966027341,3,1
10,2,21.695014123334648,3,1
22,3,1.2356668186593591,0,1
6,0,8.899606137438914,2,0
0,2,1.611970150651459,2,0
0,2,0.24072534012148988,3,0
19,0,14.363839677765377,0,1
12,2,48.5974387443397,2,1
8,0,34.975269630894324,4,1
2,3,17.898204135892172,1,1
6,1,1.5245217086266731,1,0
5,3,4.806468553414227,5,0
7,1,5.7861885927287675,1,0
8,0,21.604927401283064,3,1
4,1,24.31121282737849,1,1
0,3,7.294583756589014,1,0
18,1,8.116282988783306,4,0
9,0,0.6829496340629098,2,0
11,1,5.119127369861938,4,0
23,2,9.002646312655088,3,1
14,3,1.8661631781869876,1,0
21,2,9.05693333208772,6,1
23,0,28.77779114607024,2,1
8,1,13.059762143548003,5,0
19,2,1.2332862583203332,5,0
16,2,3.1917977932375847,1,0
16,1,9.652342325128789,1,1
19,1,6.729202172089949,5,0
11,3,6.664500692612075,5,0
6,2,11.301977650439525,6,0
1,2,13.170333097467687,3,0
2,0,23.908014187804586,1,1
16,3,6.254715112051332,5,0
4,0,24.55724668456404,6,1
16,2,6.2012018455812985,0,1
23,0,0.8554296876752236,5,0
16,2,12.117857364931513,2,1
16,2,13.297423233488143,2,1
1,0,40.89479643239477,0,1
1,0,19.422765230868805,3,0
21,1,37.474010063036545,1,1
22,1,35.846217988689844,1,1
4,1,13.91687839567979,5,0
0,2,11.254084823224073,2,0
0,0,12.227721238383902,3,0
18,3,57.47795603708711,3,1
1,2,22.25316396988696,3,1
20,3,1.685204710562612,5,1
11,0,22.60514282659092,1,1
5,2,2.804670601231131,3,0
22,3,8.895470739469555,5,1
3,3,3.544565495759099,5,0
22,1,17.5475840286766,0,1
10,1,31.471384199851624,4,1
23,1,5.145002048795315,3,0
16,2,1.2835438363892047,4,0
5,0,5.317868110174145,1,0
23,0,16.737682575031823,5,1
4,1,5.979430813159145,6,0
19,1,4.888282633217039,3,0
1,1,3.0581158211868815,6,0
5,3,10.322884948209389,2,1
21,1,4.8433981462977975,1,0
10,3,19.69623559136809,0,1
15,0,1.1957554430595694,0,0
15,2,16.361136550248876,4,1
0,2,4.068472218420608,5,0
8,2,10.078985059290261,4,0
5,2,5.054973986911005,2,0
15,3,19.243545249697657,2,1
2,3,43.590304266733234,0,1
19,1,37.3476022974761,6,1
3,3,13.135375178238903,3,1
18,1,9.315476331025394,0,0
2,1,25.581016609844585,0,1
18,2,17.248253558151003,6,1
19,3,3.0421033932642585,6,0
6,3,25.79877381537189,2,1
19,1,8.402454291126423,6,1
8,1,3.1420431466991325,4,0
0,0,4.965052619535275,2,0
7,0,4.669932602020671,6,0
6,1,10.984776031697296,5,0
17,0,4.005845596406506,2,0
7,0,1.9784164959257815,2,0
0,1,1.980545100684893,0,0
10,1,13.129974298331415,3,1
17,3,19.9067628198905,0,1
22,1,5.818791759233156,1,0
9,1,0.5289792658869361,2,0
2,2,2.0411603816345663,6,0
6,3,36.92275583335712,6,1
15,3,10.204757364087822,6,1
15,3,9.06531313770492,2,1
19,2,0.5818792579141341,6,0
16,1,19.564469298828097,1,1
1,3,11.263808145944155,2,0
0,3,3.3862216551506323,6,0
15,0,1.7492504444750518,2,0
11,3,7.252726214987521,5,1
4,1,27.22498826304678,2,1
4,1,30.069972066104636,1,1
22,0,13.851481829951112,0,1
8,3,19.5037552758496,2,1
8,3,1.835155206497571,3,0
2,3,13.305569409008843,1,0
18,2,16.49264702661111,4,1
15,3,3.360525032710945,5,0
15,1,31.823307137447728,1,1
2,1,3.2536342320429985,0,0
19,2,5.641741128238068,6,0
23,2,14.535757318424864,6,1
21,3,15.256178486701991,1,1
23,0,18.028860616497944,4,1
0,2,1.7819508970362672,6,0
23,2,28.403338150932814,5,1
19,3,11.416481025190567,3,1
10,3,9.560630079810998,4,1
16,2,59.52701516547913,1,1
7,0,20.22794543586804,4,1
3,2,1.8835508385071356,6,0
5,3,21.191988006437946,6,1
7,3,1.5014315742444502,1,0
19,2,0.41782401057199525,6,0
2,0,7.753306744997315,6,0
15,2,75.72078891262484,3,1
2,2,2.8834682871340664,3,0
17,3,16.750620969841325,0,1
13,0,2.8564442686561278,3,0
17,1,19.35314767014927,2,1
1,0,10.558683795980736,4,0
21,2,17.090188216878648,4,1
2,2,3.401122290276355,1,0
15,2,20.534382355331882,3,1
8,0,81.45737819438897,0,1
3,3,16.433526416915264,6,1
0,2,10.202871983926457,0,0
3,2,38.49318009476473,0,1
0,0,0.23968239639612224,5,0
13,1,19.635751472857123,6,1
20,1,32.9391607333074,2,1
15,3,0.9548769654527133,3,0
19,3,8.969305215685463,6,1
23,2,3.435905076974429,0,0
7,0,12.538580821646303,6,0
6,2,15.727757156933068,2,1
2,3,5.406440808492354,4,0
16,0,9.242282924390741,1,0
0,0,4.913806589234849,3,0
15,3,6.916042809585538,3,0
11,1,2.60708799678858,5,0
18,1,32.51549623125159,4,1
21,0,0.15091277437637093,3,0
22,2,32.10816543881153,5,1
21,1,12.718231207398963,5,1
13,2,6.044325408960958,5,0
5,1,19.2591603474241,3,1
5,1,10.631593994336658,3,0
12,2,10.370491258049766,3,0
18,3,1.750405462268264,2,0
21,1,7.40254854451138,5,1
7,1,4.137574234952152,2,0
1,2,0.2373058596665552,1,0
20,3,6.696641817656786,3,0
0,1,1.4117285460272584,6,0
14,1,4.452457635670383,4,0
0,3,1.4562004254619718,0,0
4,1,1.5961097096742176,1,0
15,3,3.3286264861002417,6,0
18,3,131.99776722849398,0,1
3,2,0.032797973641427364,0,0
2,0,15.269563596233253,3,0
16,3,2.2840514539488375,4,0
16,2,38.00417010249294,0,1
11,0,1.4746629001873086,5,0
13,1,46.53746901490191,6,1
20,0,14.159800770081631,0,1
5,3,0.01903322408049627,1,0
2,3,33.665761380768586,4,1
8,3,11.063127032503674,4,0
4,3,4.570790502859541,0,0
23,3,21.868735958676975,4,1
16,2,39.190872707145886,1,1
13,3,9.91574269483699,6,1
20,2,5.687171388135743,1,1
2,1,23.334556547733282,1,1
0,3,17.17544382513273,5,1
19,3,32.93996526045237,3,1
20,0,17.689886440935084,0,1
22,1,4.1863531049512,6,0
0,3,40.24873581434961,4,1
2,3,1.6612208230595646,1,0
17,1,4.678448367638099,0,0
9,2,11.01562035072566,6,0
21,3,12.51174767247727,6,1
2,0,0.23143505857801344,0,0
7,3,22.751016394375444,3,1
13,0,6.732025449167478,5,0
23,0,7.823712336879908,4,0
17,3,24.861277690242254,5,1
14,3,7.153209728912505,6,1
21,0,0.7256455517024225,4,0
22,1,2.9117789035411428,6,0
1,1,46.82051153035252,1,1
9,3,1.0950999210962171,1,0
1,2,6.575974540632338,0,0
16,1,10.492887224481056,4,1
7,3,10.196974933894897,4,1
0,1,0.0595170652044122,6,0
8,2,10.43213027344496,5,0
10,3,7.262084958820022,1,0
21,2,53.675823004749944,2,1
15,3,2.6002919612721875,0,0
6,2,6.557917475486757,4,0
9,1,8.157503753840585,3,0
22,1,7.431508720430953,3,1
2,2,16.44161865298453,2,1
17,2,3.6408764463639347,1,0
23,2,3.7475413419917394,1,1
12,3,19.596227534569277,1,1
6,1,10.405925801758872,5,0
3,3,8.046143701246283,6,0
12,1,2.7805479024913917,3,0
19,0,3.115093056933304,1,0
0,3,0.15911550085537812,3,0
7,1,1.4381885615218517,2,0
13,1,12.207321823120015,0,1
15,3,33.366750287396044,6,1
13,3,5.077574586183301,5,0
11,1,5.956812858691613,4,0
18,3,1.8427826099099103,2,1
22,2,7.38081727718612,6,1
14,3,0.5689817475416624,3,0
1,3,37.44267437824129,2,1
1,3,16.77203520322917,4,1
22,1,70.24504532241241,6,1
21,2,32.16106582720345,5,1
18,0,9.608053227449298,0,0
21,0,10.999698077581956,4,1
21,2,3.171486792835526,6,0
16,2,9.299547741733443,5,1
19,2,34.99997546053921,3,1
9,1,0.7828805820995449,4,0
5,0,29.877703352232253,2,1
14,2,6.254288087750798,1,0
21,1,34.46586863150831,2,1
10,0,42.42276627199657,3,1
4,3,16.66930402074086,6,1
0,1,16.37859277064954,0,0
7,0,9.042862034784264,4,0
20,1,27.07633897169486,6,1
11,0,48.90045188194131,0,1
11,0,22.3802774991504,3,1
4,3,14.590405895302771,4,1
6,1,14.001282349148344,5,1
3,2,28.40388337966664,5,1
5,3,11.687236524476825,6,1
12,3,24.433890136038457,2,1
19,0,10.666162234612756,6,1
14,2,0.9671862431436804,2,0
2,1,7.266334419634071,3,0
22,2,8.816705830957678,5,1
7,2,2.290577663304437,4,0
19,2,1.622071028822895,5,0
15,2,11.500773980330735,2,1
12,2,1.334823088079304,6,0
17,0,5.413368038677654,3,0
9,0,20.473687425879515,5,1
18,3,50.04470955533244,3,1
16,0,18.980840686636512,5,1
23,3,73.64600619018681,6,1
18,3,17.976719977130518,0,1
22,1,5.217734487032591,6,0
4,2,16.72352801844693,5,1
20,0,18.167819829020477,2,1
22,1,6.971707036697847,6,1
8,0,0.26808927875014604,4,0
11,3,18.220440638087968,2,1
20,0,0.3290850736145846,2,0
0,2,14.962026922812846,2,0
0,3,2.6800203834860095,3,0
14,3,12.506964470435058,1,1
1,1,10.515060233615133,1,0
21,2,0.20408673919109016,0,0
15,3,6.7616249585083334,2,1
7,2,13.78533566872605,1,0
12,0,28.318098215046952,0,1
20,2,32.92509096877715,3,1
0,3,9.920367000184026,2,0
15,1,19.552615235679784,4,1
6,3,5.70693251804554,3,0
4,2,6.282505188269207,0,0
21,2,3.2437018160239317,3,0
22,3,12.381268579315151,4,1
2,2,5.665505505588431,3,0
11,0,1.322158576220411,0,0
15,3,17.328029446251605,4,1
18,1,18.452349813649608,4,1
4,3,6.694128855612849,3,0
21,0,1.1973962071614785,4,0
13,0,8.334670329805023,6,0
4,0,8.759965150245327,3,0
14,0,16.5696463823231,2,0
16,0,5.684167439980377,4,0
13,1,17.21385302658573,3,1
19,2,30.776058141284942,2,1
4,0,4.067016983540285,4,0
11,0,57.89114247899879,2,1
15,3,7.325401538012181,5,1
15,1,4.664438284081641,4,0
20,1,8.210040940758633,5,0
6,2,1.487321764927001,0,0
3,1,2.0150770278335353,0,0
0,3,8.027646875100338,3,0
4,3,21.56031136425597,1,1
22,2,34.58568560381229,5,1
9,3,16.39622375103751,5,1
21,0,1.6676535587510872,0,0
4,0,16.722028844453135,5,0
3,3,15.135464980030823,1,1
1,2,24.580214156207827,2,1
19,1,26.165869018003313,2,1
9,2,30.39739490850892,1,1
18,1,8.019899133032277,5,1
0,3,17.953190105620752,5,1
23,3,4.6847526586321155,5,1
4,0,109.76475238974365,6,1
12,1,2.891656737031954,3,0
3,2,0.15248895105679955,4,0
15,3,2.416775975519317,1,0
23,2,22.433088804437052,1,1
15,0,8.880092583454315,6,0
22,1,8.899534411739879,1,0
1,1,46.524033654981714,1,1
16,3,37.817630648011,6,1
19,1,5.591950293606543,1,0
23,3,3.517962024415346,5,1
11,0,28.30578352120037,6,1
17,1,35.46995101119655,3,1
2,3,11.700096010295292,0,1
0,2,14.890439212890943,5,0
0,3,4.454158156687106,5,0
18,1,24.201891416861663,4,1
10,0,15.000076232523774,6,0
4,1,10.502985134321985,0,0
11,1,0.9298634336519735,1,0
2,3,37.14246785850955,0,1
0,2,14.33527729669902,3,0
0,1,3.2107335249881275,2,0
7,2,13.985772638001402,5,1
9,3,16.973077784071364,6,1
10,2,11.190953292967231,6,0
11,3,18.99313569047876,0,1
12,0,13.064525314722497,4,1
11,2,44.28135351177132,3,1
13,2,0.8278882243549203,2,0
1,0,1.6848657490960193,3,0
18,2,2.8614457575489367,6,0
17,0,17.576024617232665,1,1
2,1,15.559761218688072,2,0
22,3,33.39253803550604,6,1
16,0,19.800716218756904,4,1
7,2,10.649990390174132,2,0
9,0,72.11258684961277,6,1
1,2,4.64090010651842,4,0
18,1,26.86364683531899,1,1
8,0,8.347556798669595,4,0
6,1,15.693221249679208,3,0
3,3,19.48901063866492,0,1
20,2,15.0667541741578,3,1
17,2,2.271194266832134,6,0
12,1,8.776531364157373,6,0
10,3,12.363824217214493,5,1
23,0,28.36147920076352,3,1
3,0,8.795250677580281,2,0
20,2,37.65286930023712,1,1
3,1,8.707304610559026,5,0
9,1,11.93699912454483,5,0
4,0,23.865550098090043,5,1
8,3,13.122470746806181,6,1
23,3,48.36513824681614,0,1
2,0,16.196968294674672,4,0
16,0,11.094447938357954,2,0
2,1,0.3581207120375522,6,0
15,3,8.009696806144397,1,1
3,0,5.334027497353846,6,0
17,0,20.681183946337836,0,1
16,2,3.503168228753781,6,0
6,0,3.445350630277619,6,0
23,0,3.151911506228057,3,0
22,3,2.0135279719554724,1,0
4,1,5.587862594994893,5,0
11,3,32.56310785845641,1,1
16,1,22.370055396526006,1,1
22,2,19.934608330233818,3,1
12,0,23.94314728458175,4,1
22,2,4.708704760895063,6,1
2,1,32.76425830783011,2,1
8,3,2.2153827781157127,5,0
16,3,6.149909068009013,4,1
16,2,13.255469857323,0,1
19,1,1.6289041863409564,6,0
15,2,19.647234198272567,5,1
21,2,7.346877109715654,2,1
12,0,23.0153507793701,6,1
18,2,10.185595970844245,0,1
16,0,2.9927700155101813,3,0
3,0,19.906905474346694,4,0
11,3,4.358171607892639,6,0
8,0,10.124019642031685,5,0
18,0,1.1780732236580953,1,0
11,3,14.42978488600943,2,1
8,2,16.442827905027016,6,1
6,1,7.138495694888153,5,0
13,1,46.325208835984334,1,1
19,1,31.09222377276766,5,1
18,2,18.46198730739493,6,1
14,0,18.758215271660365,0,1
15,1,4.363342460002075,1,0
20,2,16.042294379722236,1,1
4,0,3.313558391508637,5,0
2,3,2.332330036634427,3,0
11,1,113.08002331595493,6,1
19,0,14.607841589102621,3,1
20,1,8.457802974763972,4,1
3,1,5.098626986062645,0,0
20,1,13.892102820937012,3,1
22,0,0.7629824973086421,5,0
15,2,1.492018510721779,6,0
6,0,0.5011290283853161,3,0
12,1,10.372323358726579,4,0
20,0,13.767126840043828,2,1
9,3,0.9677540022839268,4,0
6,2,19.16022545979092,1,1
13,0,3.9281696354096813,6,0
4,3,17.337335707861424,1,1
2,2,60.17528016135044,3,1
22,3,17.621350234890873,3,1
10,2,32.20849097944526,4,1
10,0,44.40504454167433,4,1
17,3,10.004913984923066,5,1
14,1,18.1762938376217,0,1
11,3,28.655029208249584,5,1
8,2,6.615037755697972,1,0
9,0,4.544927151405347,5,0
11,2,43.94876709563617,4,1
16,3,19.43603178132894,6,1
5,3,3.7208088149957117,5,0
6,1,8.942577437295022,2,0
13,0,23.877784461786927,0,1
12,0,11.880033239518994,4,0
7,3,15.745279072204577,6,1
9,0,21.02222877894229,3,1
8,1,14.593280890147284,5,0
17,2,11.650518649943978,4,1
1,0,20.771290314906672,3,0
4,3,19.505220214875493,3,1
4,2,14.908612026391932,1,1
5,2,6.689371727399951,1,0
18,1,7.808394998223507,6,0
7,3,52.81926140373888,4,1
15,0,1.7882735834398344,6,0
12,3,4.689971710420539,4,0
0,2,10.170975133162377,2,0
21,3,27.185221267977997,0,1
19,0,2.681081686342063,0,0
16,0,4.864249349214366,4,0
6,1,1.0209423477347246,1,0
12,0,18.36188096138681,5,1
3,0,4.081254161686896,6,0
3,3,7.381892077250203,2,0
5,3,8.796752446081648,0,0
18,2,33.28937543287356,4,1
11,1,7.948350257804512,1,0
21,3,2.3537553880657334,1,1
6,0,11.144989183442707,1,0
9,2,49.43554095770845,6,1
18,3,14.03537736713624,5,1
6,1,61.46374542046167,3,1
2,1,27.592893053930286,6,1
12,2,0.5494269360346481,5,0
12,2,16.1117044886248,1,1
17,2,5.069204280910937,4,0
19,2,12.301652225331644,2,1
7,2,4.91392534856335,5,0
8,0,6.435699056224489,4,0
6,0,38.49214984138263,6,1
0,3,3.472233038201441,6,0
2,1,31.085096449758634,1,1
12,0,0.4639692896882262,2,0
16,0,1.4291155897803272,0,0
23,0,28.93174425247798,0,1
0,3,14.936342848511037,6,1
5,2,20.629493670506008,4,1
20,3,3.5247821928406884,2,1
5,1,11.553127361962133,4,0
11,1,20.04652716151313,2,1
12,1,14.805291068338779,2,1
12,1,9.571329610612093,6,0
14,0,48.202275633373354,4,1
20,0,16.912462173131797,6,1
15,3,35.74892506201338,2,1
21,2,19.627255857873998,5,1
20,1,19.94664223634965,1,1
10,3,1.2510220135273873,2,0
4,0,6.681763859550646,5,0
3,0,29.3179960022876,2,1
2,2,3.9712820092999213,5,0
18,2,1.8410909636499841,4,0
19,2,5.9202380177215685,0,1
17,3,3.7353436173799737,3,1
14,0,38.911757466480644,2,1
8,0,30.370510143255366,3,1
16,2,10.387707625907094,2,1
13,1,0.9495912053139485,4,0
14,2,18.805974732611478,4,1
0,3,14.649042208472883,5,1
20,2,52.87829970079979,2,1
21,2,12.279065670348933,4,1
21,3,6.150993934594236,4,1
2,2,10.97899666332562,2,0
15,0,58.13774680740339,5,1
22,1,17.878807516590676,5,1
10,2,16.72003384532636,5,1
11,3,4.130011150197158,5,0
9,1,20.415395592944876,0,1
15,3,20.81073405848878,2,1
7,1,5.7252542764347005,6,0
5,1,9.916411182566858,0,0
11,2,5.234924791285074,4,0
23,0,4.490350756749183,0,0
20,2,0.3935591546415708,6,0
7,3,5.036533897746319,6,0
3,3,12.11053428415886,6,0
7,1,0.02403706229750253,5,0
17,1,4.994775619413431,4,0
4,0,31.981288729449783,0,1
8,2,13.508054097501477,0,1
3,3,14.042153427554517,2,1
21,1,7.746728670421536,0,1
16,0,16.9270508848156,4,1
8,3,3.15957045159706,5,0
0,1,25.617905812828074,2,1
20,3,1.8611710168260027,0,0
19,0,16.006763393423665,2,1
12,0,6.258875470846547,3,0
15,3,20.645931003444133,2,1
12,2,11.969769204607132,6,1
13,3,9.031866456607943,5,0
2,1,2.784508786888608,6,0
5,2,15.192910975508191,3,1
17,1,55.195729653914334,6,1
18,3,26.196351088925812,3,1
4,2,0.9282617891443974,2,0
14,1,7.079588575789823,4,0
1,3,38.97106488175956,5,1
9,3,10.488799200200198,4,1
23,2,16.275604257403835,5,1
17,3,36.558787632539754,5,1
12,0,31.047678855261477,6,1
4,1,10.451918629580573,6,0
22,1,8.634364085209299,4,1
23,3,6.22574734205461,1,1
0,3,19.042047071892334,3,1
21,0,5.073830170111014,6,0
0,2,4.31298338380875,6,0
17,3,6.606669949228818,6,1
14,3,2.9259063139766317,2,0
16,3,17.817546280840425,4,1
10,3,14.366094207186155,4,1
20,1,9.892162325783476,6,1
21,3,7.422457932617295,2,1
16,1,35.963749399996075,6,1
12,3,0.4433445117517724,3,0
0,2,21.987061490677362,2,1
1,0,34.827982327734674,6,1
8,2,8.868462483252092,5,0
2,3,12.0006495021679,1,0
0,3,43.360772996653594,5,1
20,3,3.57914141866985,1,1
15,2,11.013752211509937,2,1
22,3,9.657389564964443,5,1
5,2,4.484030263570924,3,0
16,1,25.605201348244893,5,1
4,0,34.47898493518,4,1
4,0,22.84426495469508,1,1
5,2,3.260385226657201,1,0
2,1,1.3611617879242148,6,0
20,2,13.949931404056656,3,1
22,1,0.8818423461533061,1,0
4,3,16.758941983407812,1,1
20,1,11.338883824566262,6,1
4,1,16.305551141815027,3,0
9,1,13.380220907245908,5,0
9,0,8.240965017964609,2,0
18,1,3.3636094208726557,5,0
16,3,5.472813171518932,4,1
20,3,11.150844069124613,4,1
13,3,15.82760744674703,1,1
8,1,22.676708491940285,4,1
13,2,21.86174686764737,2,1
0,2,54.006844905285895,1,1
18,3,5.049754208983118,6,1
12,0,1.1064857474728167,4,0
12,2,6.361852525028499,6,0
3,1,20.397385035461227,0,1
0,2,8.646781742166636,0,0
16,3,25.538801966410333,0,1
7,0,11.95517773952279,6,0
1,2,39.84433595482441,0,1
7,2,44.3083333082118,5,1
6,3,1.0773469400921238,0,0
1,0,9.143494808153541,1,0
21,0,14.112173680037001,3,1
21,3,4.433144140640361,5,1
2,1,7.8403554683149075,3,0
17,2,16.983228291579806,1,1
11,1,3.8569870376216384,1,0
0,2,13.818846344583418,2,0
21,2,17.932523212559413,5,1
11,1,1.4228433759423778,3,0
4,3,10.32326971655866,0,0
16,3,4.579139721899081,1,0
15,2,19.33132851794613,0,1
14,3,3.1525864040083915,3,0
22,2,33.417441052625065,6,1
14,3,8.4565762635805,5,1
4,2,3.309756743416603,4,0
20,3,8.644383200730875,6,1
13,0,7.882586851058761,6,0
1,1,8.40336228098028,4,0
10,0,13.21245283014514,1,0
18,1,11.046261447722264,2,1
6,1,2.433851487648025,0,0
5,2,1.0174240588610037,1,0
1,1,19.60755983269206,2,0
5,0,12.305078506713937,0,0
17,0,6.670905304706496,3,0
1,3,24.781879568569337,6,1
17,0,7.366778208190081,6,0
14,3,23.841962555551515,4,1
18,1,5.473979683849541,2,0
1,0,1.1345226341330361,0,0
19,1,40.46549044999318,1,1
5,0,7.526777414654241,0,0
0,0,23.60328648228295,1,1
23,3,4.909741035947534,6,1
14,1,15.592354324155535,4,1
22,0,30.990285213932275,4,1
9,2,0.6380397875298581,0,0
18,1,26.635554670651835,0,1
16,1,12.706123452698822,1,1
4,1,14.02720169677266,1,0
3,3,11.108551223285696,2,0
9,2,31.128767398125447,6,1
23,1,0.6660722844675745,2,0
16,0,4.5374366644450355,2,0
9,0,31.28340803203905,0,1
16,3,20.935822006622505,5,1
19,0,0.2670403782458553,5,0
23,1,10.91627451194897,5,1
4,0,11.311707110517819,5,0
1,1,7.684453962311409,2,0
5,0,5.294370732295228,0,0
20,2,17.17258530059311,5,1
1,3,3.4939403608810897,4,0
12,3,24.062917403571728,3,1
10,2,24.371103020626116,4,1
10,2,8.048856502118223,0,0
15,3,5.001660622636772,0,0
10,2,5.008574835751302,3,0
18,1,9.875138947002053,1,1
14,0,19.071960526313866,1,1
22,3,6.667814891952347,1,1
22,2,14.125795323518396,2,1
15,1,7.230765686223136,1,0
10,3,5.447364148096445,6,0
21,2,0.3776059818525609,2,0
15,3,0.05882678841647038,2,0
7,2,3.8661739682400533,1,0
3,3,7.823402672356177,1,0
7,1,28.583449681163557,3,1
3,1,24.028315526944816,5,1
23,0,4.662525946082109,3,0
2,3,4.2064354517633,2,0
2,0,3.8683945202982497,3,0
17,3,6.215408496544134,2,1
18,2,10.34326640043791,0,1
18,2,8.661635130409568,2,1
20,0,3.693749377988047,2,0
4,3,2.0967159598970464,3,0
17,0,0.1898637414887654,5,0
9,1,2.5078870081063998,0,0
21,0,18.32983031190863,4,1
